timestamp,user_computer,severity,rule,permission,keyword,file_size,modified,extension,unc,content
2025-09-27 12:19:00Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,[\s]+-passw?o?r?d?,96880,2018-09-15 07:12:54Z,.ps1,\\castelblack.north.sevenkingdoms.local\ADMIN$\diagnostics\system\speech\CL_Utilities.ps1,"c\ extern\ int\ GetSystemMetrics\(int\ Index\);\r\n\r\n\t\t\tpublic\ static\ bool\ IsRemote\(\)\ \{\r\n\t\t\t\treturn\ \(0\ !=\ GetSystemMetrics\(SM_REMOTESESSION\)\);\r\n\t\t\t}\r\n\t\t}\r\n\t}\r\n""@\r\n\t\$type\ =\ Add-Type\ -TypeDefinition\ \$sourceCode\ -PassThru\r\n\r\n\treturn\ \$type::IsRemote\(\)\r\n}\r\n\r\nfunction\ Get-AudioCapturingDevices\r\n\{\r\n\t<\#\r\n\t\tDESCRIPTION:\r\n\t\tLists\ all\ the\ recording\ devices\ available\ on\ the\ localhost\ with\ their\ details\.\r\n\r\n\t\tARGUMENT"
2025-09-27 12:19:00Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,[\s]+-passw?o?r?d?,29577,2018-09-15 07:12:55Z,.ps1,\\castelblack.north.sevenkingdoms.local\ADMIN$\diagnostics\system\Printer\CL_Utility.ps1,"PWStr\)]\r\n\ \ \ \ \ \ \ \ public\ string\ pConfigFile;\r\n\ \ \ \ }\r\n""@\r\n\r\n\ \ \ \ \$winSpoolType\ =\ Add-Type\ -MemberDefinition\ \$winSpoolDefinition\ -Name\ ""winSpoolCL""\ -UsingNamespace\ ""System\.Reflection"",""System\.Diagnostics""\ -PassThru\r\n\ \ \ \ return\ \$winSpoolType\r\n}\r\n\r\n\#\r\n\#\ Get\ the\ printer\ status\r\n\#\r\nfunction\ GetPrinterStatus\(\[string]\$printerName\)\r\n\{\r\n\ \ \ \ \#\r\n\ \ \ \ \#\ the\ function\ return\ value\r\n\ \ \ \ \#\r\n\ \ \ \ \[int]\$printStatus\ =\ 0\r"
2025-09-27 12:19:00Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,[\s]+-passw?o?r?d?,2004,2018-09-15 07:12:55Z,.ps1,\\castelblack.north.sevenkingdoms.local\ADMIN$\diagnostics\system\Printer\RS_SpoolerCrashing.ps1,"\(UnmanagedType\.Bool\)]\ bool\ bMachine\);\r\n""@\r\n\r\n\$RefreshPolicyType\ =\ Add-Type\ -MemberDefinition\ \$RefreshPolicyDefinition\ -Name\ ""RefreshPolicyType""\ -UsingNamespace\ ""System\.Reflection"",""System\.Diagnostics""\ -PassThru\r\n\r\n\[bool]\$return\ =\ \$RefreshPolicyType::RefreshPolicy\(\$true\)\r\n\[int]\$errorCode\ =\ \[System\.Runtime\.InteropServices\.Marshal]::GetLastWin32Error\(\)\r\nif\(-not\ \$return\)\r\n\{\r\n\ \ \ \ WriteFileAPIExceptionR"
2025-09-27 12:19:04Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,"passw?o?r?d\s*=\s*[\'\""][^\'\""]....",23823,2025-09-27 12:19:03Z,.txt,\\castelblack.north.sevenkingdoms.local\C$\Users\vagrant\Downloads\snafflerout.txt,"MPORT=""0""\\r\\nSQLSVCSTARTUPTYPE=""Automatic""\\r\\nFILESTREAMLEVEL=""0""\\r\\nENABLERANU=""False""\\r\\nSQLCOLLATION=""SQL_Latin1_General_CP1_CI_AS""\\r\\nSQLSVCACCOUNT=""north\\\.sevenkingdoms\\\.local\\\\sql_svc""\\r\\nSQLSVCPASSWORD=""YouWillNotKerboroast1ngMeeeeee""\\r\\nSAPWD=""Sup1_sa_P@ssw0rd!""\\r\\nSQLSYSADMINACCOUNTS=""north\\\.sevenkingdoms\\\.local\\\\sql_svc""\\r\\nADDCURRENTUSERASSQLADMIN=""True""\\r\\nTCPENABLED=""1""\\r\\nNPENABLED="""
2025-09-27 12:19:05Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDeployImageByExtension,R,^\.wim$,28669726,2025-07-10 01:06:00Z,.wim,\\castelblack.north.sevenkingdoms.local\C$\Windows\Containers\serviced\WindowsDefenderApplicationGuard.wim,.wim
2025-09-27 12:19:06Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,secret,869,2025-04-03 23:54:05Z,.ps1,\\winterfell.north.sevenkingdoms.local\ADMIN$\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\secret.ps1,secret.ps1
2025-09-27 12:19:06Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPsCredentials,R,-SecureString,869,2025-04-03 23:54:05Z,.ps1,\\winterfell.north.sevenkingdoms.local\ADMIN$\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\secret.ps1,"ServiceProvider]::Create\(\)\.GetBytes\(\$EncryptionKeyBytes\)\n\#\ \$EncryptionKeyBytes\ \|\ Out-File\ ""encryption\.key""\n\#\ \$EncryptionKeyData\ =\ Get-Content\ ""encryption\.key""\n\#\ Read-Host\ -AsSecureString\ \|\ ConvertFrom-SecureString\ -Key\ \$EncryptionKeyData\ \|\ Out-File\ -FilePath\ ""secret\.encrypted""\n\n\#\ secret\ stored\ :\n\$keyData\ =\ 177,\ 252,\ 228,\ 64,\ 28,\ 91,\ 12,\ 201,\ 20,\ 91,\ 21,\ 139,\ 255,\ 65,\ 9,\ 247,\ 41,\ 55,\ 164,\ 28,\ 75,\ 1"
2025-09-27 12:19:06Z,[CASTELBLACK\vagrant@castelblack],Red,KeepCmdCredentials,R,"passwo?r?d\s*=\s*[\'\""][^\'\""]....",165,2025-04-03 23:54:02Z,.ps1,\\winterfell.north.sevenkingdoms.local\ADMIN$\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\script.ps1,"# fake script in netlogon with creds\n$task = '/c TODO'\n$taskName = ""fake task""\n$user = ""NORTH\jeor.mormont""\n$password = ""_L0ngCl@w_""\n\n# passwords in sysvol still ..."
2025-09-27 12:19:06Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,"passw?o?r?d\s*=\s*[\'\""][^\'\""]....",165,2025-04-03 23:54:02Z,.ps1,\\winterfell.north.sevenkingdoms.local\ADMIN$\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\script.ps1,"# fake script in netlogon with creds\n$task = '/c TODO'\n$taskName = ""fake task""\n$user = ""NORTH\jeor.mormont""\n$password = ""_L0ngCl@w_""\n\n# passwords in sysvol still ..."
2025-09-27 12:19:06Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,[\s]+-passw?o?r?d?,4968,2018-09-15 09:08:43Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\ProgramData\Microsoft\AppV\Setup\OfficeIntegrator.ps1,ow\ have\ all\ the\ data\ to\ execute\ integrator\.exe\ to\ migrate\ the\ license\.\ Execute\ the\ program\ now\.\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \$integratorProcess\ =\ Start-Process\ \$integratorFileFullName\ \$integratorArguments\ -Passthru\ -Wait\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ if\ \(\$integratorProcess\.ExitCode\ -eq\ 0\)\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \{\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \$migrationSuccessful\ =\ \$true\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ }\r\n\ \ \ \ \ \
2025-09-27 12:19:06Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,3417,2018-09-15 07:13:55Z,.xml,\\winterfell.north.sevenkingdoms.local\C$\ProgramData\Microsoft\UEV\InboxTemplates\RoamingCredentialSettings.xml,RoamingCredentialSettings.xml
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,secret,869,2025-04-03 23:54:05Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\domain\scripts\secret.ps1,secret.ps1
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPsCredentials,R,-SecureString,869,2025-04-03 23:54:05Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\domain\scripts\secret.ps1,"ServiceProvider]::Create\(\)\.GetBytes\(\$EncryptionKeyBytes\)\n\#\ \$EncryptionKeyBytes\ \|\ Out-File\ ""encryption\.key""\n\#\ \$EncryptionKeyData\ =\ Get-Content\ ""encryption\.key""\n\#\ Read-Host\ -AsSecureString\ \|\ ConvertFrom-SecureString\ -Key\ \$EncryptionKeyData\ \|\ Out-File\ -FilePath\ ""secret\.encrypted""\n\n\#\ secret\ stored\ :\n\$keyData\ =\ 177,\ 252,\ 228,\ 64,\ 28,\ 91,\ 12,\ 201,\ 20,\ 91,\ 21,\ 139,\ 255,\ 65,\ 9,\ 247,\ 41,\ 55,\ 164,\ 28,\ 75,\ 1"
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Red,KeepCmdCredentials,R,"passwo?r?d\s*=\s*[\'\""][^\'\""]....",165,2025-04-03 23:54:02Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\domain\scripts\script.ps1,"# fake script in netlogon with creds\n$task = '/c TODO'\n$taskName = ""fake task""\n$user = ""NORTH\jeor.mormont""\n$password = ""_L0ngCl@w_""\n\n# passwords in sysvol still ..."
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,812,2025-07-17 12:32:04Z,.aux,\\castelblack.north.sevenkingdoms.local\ADMIN$\assembly\NativeImages_v4.0.30319_64\Microsoft.D05895ce3#\9fa7da39b008ba86c351089faec9a58b\Microsoft.DataTransfer.CredentialService.DataContracts.ni.dll.aux,Microsoft.DataTransfer.CredentialService.DataContracts.ni.dll.aux
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,97792,2025-07-17 12:32:04Z,.dll,\\castelblack.north.sevenkingdoms.local\ADMIN$\assembly\NativeImages_v4.0.30319_64\Microsoft.D05895ce3#\9fa7da39b008ba86c351089faec9a58b\Microsoft.DataTransfer.CredentialService.DataContracts.ni.dll,Microsoft.DataTransfer.CredentialService.DataContracts.ni.dll
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,"passw?o?r?d\s*=\s*[\'\""][^\'\""]....",165,2025-04-03 23:54:02Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\domain\scripts\script.ps1,"# fake script in netlogon with creds\n$task = '/c TODO'\n$taskName = ""fake task""\n$user = ""NORTH\jeor.mormont""\n$password = ""_L0ngCl@w_""\n\n# passwords in sysvol still ..."
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,1452,2025-07-17 12:32:02Z,.aux,\\castelblack.north.sevenkingdoms.local\ADMIN$\assembly\NativeImages_v4.0.30319_64\Microsoft.D2c7a270c#\390059d4bd96a963adef9f306e28156c\Microsoft.DataTransfer.PayloadCredentialProtection.ni.dll.aux,Microsoft.DataTransfer.PayloadCredentialProtection.ni.dll.aux
2025-09-27 12:19:07Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,56832,2025-07-17 12:32:02Z,.dll,\\castelblack.north.sevenkingdoms.local\ADMIN$\assembly\NativeImages_v4.0.30319_64\Microsoft.D2c7a270c#\390059d4bd96a963adef9f306e28156c\Microsoft.DataTransfer.PayloadCredentialProtection.ni.dll,Microsoft.DataTransfer.PayloadCredentialProtection.ni.dll
2025-09-27 12:19:09Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,[\s]+-passw?o?r?d?,4968,2018-09-15 09:08:43Z,.ps1,\\castelblack.north.sevenkingdoms.local\C$\ProgramData\Microsoft\AppV\Setup\OfficeIntegrator.ps1,ow\ have\ all\ the\ data\ to\ execute\ integrator\.exe\ to\ migrate\ the\ license\.\ Execute\ the\ program\ now\.\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \$integratorProcess\ =\ Start-Process\ \$integratorFileFullName\ \$integratorArguments\ -Passthru\ -Wait\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ if\ \(\$integratorProcess\.ExitCode\ -eq\ 0\)\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \{\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \$migrationSuccessful\ =\ \$true\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ }\r\n\ \ \ \ \ \
2025-09-27 12:19:09Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,3417,2018-09-15 07:13:55Z,.xml,\\castelblack.north.sevenkingdoms.local\C$\ProgramData\Microsoft\UEV\InboxTemplates\RoamingCredentialSettings.xml,RoamingCredentialSettings.xml
2025-09-27 12:19:12Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,secret,869,2025-04-03 23:54:05Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\secret.ps1,secret.ps1
2025-09-27 12:19:12Z,[CASTELBLACK\vagrant@castelblack],Red,KeepCmdCredentials,R,"passwo?r?d\s*=\s*[\'\""][^\'\""]....",165,2025-04-03 23:54:02Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\script.ps1,"# fake script in netlogon with creds\n$task = '/c TODO'\n$taskName = ""fake task""\n$user = ""NORTH\jeor.mormont""\n$password = ""_L0ngCl@w_""\n\n# passwords in sysvol still ..."
2025-09-27 12:19:12Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPsCredentials,R,-SecureString,869,2025-04-03 23:54:05Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\secret.ps1,"ServiceProvider]::Create\(\)\.GetBytes\(\$EncryptionKeyBytes\)\n\#\ \$EncryptionKeyBytes\ \|\ Out-File\ ""encryption\.key""\n\#\ \$EncryptionKeyData\ =\ Get-Content\ ""encryption\.key""\n\#\ Read-Host\ -AsSecureString\ \|\ ConvertFrom-SecureString\ -Key\ \$EncryptionKeyData\ \|\ Out-File\ -FilePath\ ""secret\.encrypted""\n\n\#\ secret\ stored\ :\n\$keyData\ =\ 177,\ 252,\ 228,\ 64,\ 28,\ 91,\ 12,\ 201,\ 20,\ 91,\ 21,\ 139,\ 255,\ 65,\ 9,\ 247,\ 41,\ 55,\ 164,\ 28,\ 75,\ 1"
2025-09-27 12:19:12Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,"passw?o?r?d\s*=\s*[\'\""][^\'\""]....",165,2025-04-03 23:54:02Z,.ps1,\\winterfell.north.sevenkingdoms.local\C$\Windows\SYSVOL\sysvol\north.sevenkingdoms.local\scripts\script.ps1,"# fake script in netlogon with creds\n$task = '/c TODO'\n$taskName = ""fake task""\n$user = ""NORTH\jeor.mormont""\n$password = ""_L0ngCl@w_""\n\n# passwords in sysvol still ..."
2025-09-27 12:19:14Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,41943040,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\mssqlsystemresource.mdf,.mdf
2025-09-27 12:19:14Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,8388608,2025-04-03 23:39:44Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Template Data\model.mdf,.mdf
2025-09-27 12:19:14Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,14024704,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Template Data\model_msdbdata.mdf,.mdf
2025-09-27 12:19:14Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,4653056,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Template Data\model_replicatedmaster.mdf,.mdf
2025-09-27 12:19:14Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,14024704,2025-04-03 23:39:45Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Template Data\MSDBData.mdf,.mdf
2025-09-27 12:19:14Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,41943040,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Template Data\mssqlsystemresource.mdf,.mdf
2025-09-27 12:19:14Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,4653056,2025-04-03 23:39:45Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Template Data\master.mdf,.mdf
2025-09-27 12:19:16Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,[\s]+-passw?o?r?d?,4968,2018-09-15 09:08:43Z,.ps1,\\castelblack.north.sevenkingdoms.local\C$\Users\All Users\Microsoft\AppV\Setup\OfficeIntegrator.ps1,ow\ have\ all\ the\ data\ to\ execute\ integrator\.exe\ to\ migrate\ the\ license\.\ Execute\ the\ program\ now\.\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \$integratorProcess\ =\ Start-Process\ \$integratorFileFullName\ \$integratorArguments\ -Passthru\ -Wait\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ if\ \(\$integratorProcess\.ExitCode\ -eq\ 0\)\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \{\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \$migrationSuccessful\ =\ \$true\r\n\ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ }\r\n\ \ \ \ \ \
2025-09-27 12:19:16Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,3417,2018-09-15 07:13:55Z,.xml,\\castelblack.north.sevenkingdoms.local\C$\Users\All Users\Microsoft\UEV\InboxTemplates\RoamingCredentialSettings.xml,RoamingCredentialSettings.xml
2025-09-27 12:19:17Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,54600,2019-09-24 21:21:12Z,.dll,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\150\DTS\Extensions\Common\Microsoft.DataTransfer.CredentialService.DataContracts.dll,Microsoft.DataTransfer.CredentialService.DataContracts.dll
2025-09-27 12:19:17Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,36168,2019-09-24 21:21:12Z,.dll,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\150\DTS\Extensions\Common\Microsoft.DataTransfer.PayloadCredentialProtection.dll,Microsoft.DataTransfer.PayloadCredentialProtection.dll
2025-09-27 12:19:18Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,4194304,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\Templates\master.mdf,.mdf
2025-09-27 12:19:18Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,8388608,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\Templates\model.mdf,.mdf
2025-09-27 12:19:18Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,14024704,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\Templates\model_msdbdata.mdf,.mdf
2025-09-27 12:19:18Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,4653056,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\Templates\model_replicatedmaster.mdf,.mdf
2025-09-27 12:19:18Z,[CASTELBLACK\vagrant@castelblack],Yellow,KeepDatabaseByExtension,R,^\.mdf$,14024704,2019-09-24 22:09:14Z,.mdf,\\castelblack.north.sevenkingdoms.local\C$\Program Files\Microsoft SQL Server\MSSQL15.SQLEXPRESS\MSSQL\Binn\Templates\msdbdata.mdf,.mdf
2025-09-27 12:19:23Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,510,2024-07-06 19:39:48Z,.sql,\\castelblack.north.sevenkingdoms.local\C$\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SqlWorkbenchProjectItems\Sql\Credential\Create Credential.sql,Create Credential.sql
2025-09-27 12:19:23Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,credential,289,2024-07-06 19:39:48Z,.sql,\\castelblack.north.sevenkingdoms.local\C$\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SqlWorkbenchProjectItems\Sql\Credential\Drop Credential.sql,Drop Credential.sql
2025-09-27 12:19:23Z,[CASTELBLACK\vagrant@castelblack],Green,KeepNameContainsGreen,R,passw,339,2024-07-06 19:39:48Z,.sql,\\castelblack.north.sevenkingdoms.local\C$\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SqlWorkbenchProjectItems\Sql\Login\Create SQL Login Must Change Password.sql,Create SQL Login Must Change Password.sql
2025-09-27 12:19:25Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,[\s]+-passw?o?r?d?,914092,2019-09-24 21:26:10Z,.xml,\\castelblack.north.sevenkingdoms.local\C$\Program Files (x86)\Microsoft SQL Server\150\Tools\PowerShell\Modules\SQLPS\en\Microsoft.SqlServer.Management.PSSnapins.dll-Help.xml,"es=""""><maml:name>NewPassword</maml:name><maml:description><maml:para>Specifies\ a\ new\ password\ for\ a\ SQL\ Server\ Authentication\ login\ ID\.\ Invoke-Sqlcmd\ changes\ the\ password\ and\ then\ exits\.\ -Username\ and\ -Password\ must\ also\ be\ specified,\ with\ -Password\ specifying\ the\ current\ password\ for\ the\ login\.\r\n</maml:para></maml:description><command:parameterValue\ required=""true""\ variableLength=""false"">String</"
2025-09-27 12:19:25Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,"passw?o?r?d\s*=\s*[\'\""][^\'\""]....",1024,2024-07-06 19:39:48Z,.sql,\\castelblack.north.sevenkingdoms.local\C$\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SqlWorkbenchProjectItems\Sql\Azure SQL Database\Login\Create Login.sql,"-demand\r\n--\ =============================================================================================================================\r\n\r\nCREATE\ LOGIN\ <SQL_login_name,\ sysname,\ login_name>\ \r\n\tWITH\ PASSWORD\ =\ '<password,\ sysname,\ Change_Password>'\ \r\nGO\r\n\r\n--\ =========================================================================================================================================\r\n"
2025-09-27 12:19:26Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,"passw?o?r?d\s*=\s*[\'\""][^\'\""]....",467,2024-07-06 19:39:48Z,.sql,"\\castelblack.north.sevenkingdoms.local\C$\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SqlWorkbenchProjectItems\Sql\Earlier Versions\Manage Logins, Roles, and Users\Add SQL Server Login.sql","=============================================\r\n--\ Add\ Sql\ Server\ login\r\n--\ =============================================\r\nsp_addlogin\ @loginame\ \ \ \ =\ N'<Sql_Server_login,\ sysname,\ test_login>',\r\n\t\ \ \ \ @passwd\ \ \ \ \ \ =\ '<password,\ sysname,\ 123\#\$>',\r\n\t\ \ \ \ @defdb\ \ \ \ \ \ \ =\ N'<database,\ sysname,\ pubs>',\r\n\t\ \ \ \ @deflanguage\ =\ N'<language,\ sysname,\ German>',\r\n\t\ \ \ \ @sid\ \ \ \ \ \ \ \ \ =\ <sid,\ varbinary\(16\),\ NULL>,\r\n\t\"
2025-09-27 12:19:26Z,[CASTELBLACK\vagrant@castelblack],Red,KeepPassOrKeyInCode,R,"passw?o?r?d\s*=\s*[\'\""][^\'\""]....",447,2024-07-06 19:39:48Z,.sql,\\castelblack.north.sevenkingdoms.local\C$\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SqlWorkbenchProjectItems\Sql\Service Broker\Security\Create Private Key Certificate.sql,"rt>\r\n\ \ \ AUTHORIZATION\ <user-name,\ sysname,\ test_user>\ \r\n\ \ \ FROM\ \ FILE\ =\ '<path_to_certificate,\ varchar,\ C:\\mycert>'\r\n\ \ \ WITH\ PRIVATE_KEY\ \(FILE\ =\ '<path_to_private_key,\ varchar,\ C:\\mykey>',\ DECRYPTION_PASSWORD\ =\ '<key_password,\ varchar,\ passwd>'\)\r\n"
